random_rank,attempt_number,doi,version,preprint_date,category,title,fulltext_ok,fulltext_source,fulltext_url,paper_url,doi_url,result_rows_for_paper,failure_reason,processed_at_utc
2076,2076,10.1101/2022.09.29.509984,1,2022-09-30,genomics,A high quality chromosome-level genome assembly for the golden mussel (Limnoperna fortunei),true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/30/2022.09.29.509984.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.29.509984,https://doi.org/10.1101/2022.09.29.509984,6,,2026-07-18T10:56:04.665895+00:00
2077,2077,10.1101/2022.05.26.493610,1,2022-05-28,neuroscience,An essential experimental control for functional connectivity mapping with optogenetics,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/28/2022.05.26.493610.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.26.493610,https://doi.org/10.1101/2022.05.26.493610,1,,2026-07-18T10:56:17.196459+00:00
2078,2078,10.1101/2022.05.04.490692,1,2022-05-05,bioengineering,Net-shaped DNA nanostructure designed for rapid/sensitive detection and potential inhibition of SARS-CoV-2 virus,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/05/2022.05.04.490692.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.04.490692,https://doi.org/10.1101/2022.05.04.490692,0,,2026-07-18T10:56:33.159260+00:00
2079,2079,10.1101/2022.12.13.520259,1,2022-12-15,bioinformatics,Alignment-based protein mutational landscape prediction: doing more with less,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/15/2022.12.13.520259.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.13.520259,https://doi.org/10.1101/2022.12.13.520259,0,,2026-07-18T10:56:49.535673+00:00
2080,2080,10.1101/2022.04.21.489129,1,2022-04-23,microbiology,Characterization of human immunodeficiency virus (HIV-1) envelope glycoprotein variants selected for resistance to a CD4-mimetic compound,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/23/2022.04.21.489129.source.xml,https://www.biorxiv.org/content/10.1101/2022.04.21.489129,https://doi.org/10.1101/2022.04.21.489129,6,,2026-07-18T10:57:06.985762+00:00
2081,2081,10.1101/2022.11.17.516917,1,2022-11-17,neuroscience,Geometry of visual working memory information in human gaze patterns,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/17/2022.11.17.516917.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.17.516917,https://doi.org/10.1101/2022.11.17.516917,0,,2026-07-18T10:57:21.100259+00:00
2082,2082,10.1101/2022.06.11.495744,1,2022-06-13,bioinformatics,The application of mixed linear models for the estimation of functional effects on bovine stature based on SNP summary statistics from a whole-genome association study,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/13/2022.06.11.495744.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.11.495744,https://doi.org/10.1101/2022.06.11.495744,0,,2026-07-18T10:57:32.433216+00:00
2083,2083,10.1101/2022.01.18.476742,1,2022-01-20,genomics,Genetic control of KRAB-ZFP genes explains distal CpG-site methylation which associates with human disease phenotypes.,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/20/2022.01.18.476742.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.18.476742,https://doi.org/10.1101/2022.01.18.476742,1,,2026-07-18T10:57:44.817727+00:00
2084,2084,10.1101/2022.03.01.482594,1,2022-03-02,microbiology,Feeding Growing Mushrooms,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/02/2022.03.01.482594.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.01.482594,https://doi.org/10.1101/2022.03.01.482594,1,,2026-07-18T10:58:02.658072+00:00
2085,2085,10.1101/2022.09.14.507982,1,2022-09-14,biochemistry,Functional comparison of full-length palladin to isolated actin binding domain,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/14/2022.09.14.507982.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.14.507982,https://doi.org/10.1101/2022.09.14.507982,3,,2026-07-18T10:58:19.545482+00:00
2086,2086,10.1101/2022.02.01.478588,2,2022-03-01,biophysics,Fractal polymer with loops recapitulates key features of chromosome organization,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/01/2022.02.01.478588.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.01.478588,https://doi.org/10.1101/2022.02.01.478588,0,,2026-07-18T10:58:37.881494+00:00
2087,2087,10.1101/2022.03.31.486628,3,2022-08-22,bioinformatics,StORF-Reporter: Finding Genes between Genes,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/22/2022.03.31.486628.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.31.486628,https://doi.org/10.1101/2022.03.31.486628,0,,2026-07-18T10:58:48.354159+00:00
2088,2088,10.1101/2022.12.08.518878,1,2022-12-08,biochemistry,A multi-parameter optimization in middle-down analysis of monoclonal antibodies by LC-MS/MS,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/08/2022.12.08.518878.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.08.518878,https://doi.org/10.1101/2022.12.08.518878,2,,2026-07-18T10:59:06.648269+00:00
2089,2089,10.1101/2021.08.29.458101,2,2022-02-22,neuroscience,Cross-frequency slow oscillation-spindle coupling in a biophysically realistic thalamocortical neural mass model,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/22/2021.08.29.458101.source.xml,https://www.biorxiv.org/content/10.1101/2021.08.29.458101,https://doi.org/10.1101/2021.08.29.458101,0,,2026-07-18T10:59:25.431845+00:00
2090,2090,10.1101/2022.09.05.506360,1,2022-09-06,genomics,intra-single cell sequencing (iSCseq) spotlights transcriptomic and epigenetic heterogeneity inside multinucleated osteoclast,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/06/2022.09.05.506360.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.05.506360,https://doi.org/10.1101/2022.09.05.506360,0,,2026-07-18T10:59:42.769361+00:00
2091,2091,10.1101/2020.09.14.295295,3,2022-03-12,cancer biology,ASXL1 Directs Neutrophilic Differentiation via Modulation of MYC and RNA Polymerase II.,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/12/2020.09.14.295295.source.xml,https://www.biorxiv.org/content/10.1101/2020.09.14.295295,https://doi.org/10.1101/2020.09.14.295295,7,,2026-07-18T11:00:01.884507+00:00
2092,2092,10.1101/2022.11.14.515741,1,2022-11-16,cancer biology,Control of cell proliferation by memories of mitosis,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/16/2022.11.14.515741.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.14.515741,https://doi.org/10.1101/2022.11.14.515741,5,,2026-07-18T11:00:14.350202+00:00
2093,2093,10.1101/2022.06.20.496911,1,2022-06-21,microbiology,Nutrient and moisture limitation reveal keystone metabolites that link switchgrass rhizosphere metabolome and microbiome dynamics,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/21/2022.06.20.496911.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.20.496911,https://doi.org/10.1101/2022.06.20.496911,5,,2026-07-18T11:00:33.417929+00:00
2094,2094,10.1101/2021.07.16.452680,2,2022-01-16,cell biology,Variable susceptibility of intestinal organoid-derived monolayers to SARS-CoV-2 infection,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/16/2021.07.16.452680.source.xml,https://www.biorxiv.org/content/10.1101/2021.07.16.452680,https://doi.org/10.1101/2021.07.16.452680,7,,2026-07-18T11:00:51.576000+00:00
2095,2095,10.1101/2021.12.01.470825,2,2022-05-30,neuroscience,Information flow across the cortical timescales hierarchy during narrative construction,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/30/2021.12.01.470825.source.xml,https://www.biorxiv.org/content/10.1101/2021.12.01.470825,https://doi.org/10.1101/2021.12.01.470825,0,,2026-07-18T11:01:05.727436+00:00
2096,2096,10.1101/2022.11.23.516835,1,2022-11-24,bioinformatics,Region- and variance-based DNA methylation analyses reveal novel disease genes and pathways for systemic lupus erythematosus,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/24/2022.11.23.516835.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.23.516835,https://doi.org/10.1101/2022.11.23.516835,1,,2026-07-18T11:01:25.716905+00:00
2097,2097,10.1101/2022.05.07.491048,2,2022-05-08,biochemistry,Discovery of diverse human BH3-only and non-native peptide binders of pro-apoptotic BAK indicate that activators and inhibitors use asimilar binding mode and are not distinguished by binding affinity or kinetics,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/08/2022.05.07.491048.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.07.491048,https://doi.org/10.1101/2022.05.07.491048,5,,2026-07-18T11:01:45.619212+00:00
2098,2098,10.1101/2022.05.05.490613,1,2022-05-05,neuroscience,A parallel channel of state-dependent sensory signaling from the cholinergic basal forebrain to the auditory cortex,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/05/2022.05.05.490613.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.05.490613,https://doi.org/10.1101/2022.05.05.490613,0,,2026-07-18T11:01:57.969405+00:00
2099,2099,10.1101/2021.04.27.441629,3,2022-01-17,neuroscience,ElectroEncephaloGraphy robust statistical linear modelling using a single weight per trial,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/17/2021.04.27.441629.source.xml,https://www.biorxiv.org/content/10.1101/2021.04.27.441629,https://doi.org/10.1101/2021.04.27.441629,0,,2026-07-18T11:02:16.091109+00:00
2100,2100,10.1101/2022.11.14.516018,1,2022-11-16,bioinformatics,A pan-cancer interrogation of intronic polyadenylation and its association with cancer characteristics,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/16/2022.11.14.516018.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.14.516018,https://doi.org/10.1101/2022.11.14.516018,1,,2026-07-18T11:02:28.818874+00:00
2101,2101,10.1101/2021.12.16.472991,3,2022-10-29,immunology,"Tryptophol acetate and tyrosol acetate, small molecule metabolites identified in a probiotic mixture, inhibit hyperinflammation",true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/29/2021.12.16.472991.source.xml,https://www.biorxiv.org/content/10.1101/2021.12.16.472991,https://doi.org/10.1101/2021.12.16.472991,5,,2026-07-18T11:02:40.275233+00:00
2102,2102,10.1101/2022.08.30.505940,1,2022-08-31,molecular biology,Gene editing in the nematode parasite Nippostrongylus brasiliensis using extracellular vesicles to deliver active Cas9/guide RNA complexes,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/31/2022.08.30.505940.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.30.505940,https://doi.org/10.1101/2022.08.30.505940,6,,2026-07-18T11:02:59.726503+00:00
2103,2103,10.1101/2022.02.28.482266,1,2022-03-02,developmental biology,IFT20 governs mesenchymal stem cell fate through positively regulating TGF-β-Smad2/3-Glut1 signaling mediated glucose metabolism,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/02/2022.02.28.482266.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.28.482266,https://doi.org/10.1101/2022.02.28.482266,3,,2026-07-18T11:03:16.283495+00:00
2104,2104,10.1101/2022.11.21.517294,1,2022-11-24,plant biology,PlantServation: time-series phenotyping using machine learning revealed seasonal pigment fluctuation in diploid and polyploid Arabidopsis,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/24/2022.11.21.517294.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.21.517294,https://doi.org/10.1101/2022.11.21.517294,0,,2026-07-18T11:03:29.140461+00:00
2105,2105,10.1101/2022.06.16.496522,1,2022-06-17,cell biology,Mutagenesis and structural modeling implicate RME-8 IWN domains as conformational control points,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/17/2022.06.16.496522.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.16.496522,https://doi.org/10.1101/2022.06.16.496522,2,,2026-07-18T11:03:47.960494+00:00
2106,2106,10.1101/2022.06.22.497054,1,2022-06-22,microbiology,Effects of microplastic ingestion on hydrogen production and microbiomes in the gut of the terrestrial isopod Porcellio scaber,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/22/2022.06.22.497054.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.22.497054,https://doi.org/10.1101/2022.06.22.497054,5,,2026-07-18T11:04:04.267633+00:00
2107,2107,10.1101/2022.10.26.513827,1,2022-10-27,bioinformatics,IntestLine: a Shiny-based application to map the rolled intestinal tissue onto a line,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/27/2022.10.26.513827.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.26.513827,https://doi.org/10.1101/2022.10.26.513827,1,,2026-07-18T11:04:15.550725+00:00
2108,2108,10.1101/2022.08.03.502593,1,2022-08-05,neuroscience,Novel algorithms for improved detection and analysis of fluorescent signal fluctuations,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/05/2022.08.03.502593.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.03.502593,https://doi.org/10.1101/2022.08.03.502593,1,,2026-07-18T11:04:27.487306+00:00
2109,2109,10.1101/2022.12.09.519791,1,2022-12-09,microbiology,Frequent first-trimester pregnancy loss in rhesus macaques infected with African-lineage Zika virus,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/09/2022.12.09.519791.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.09.519791,https://doi.org/10.1101/2022.12.09.519791,5,,2026-07-18T11:04:40.377158+00:00
2110,2110,10.1101/2022.07.13.499894,1,2022-07-13,neuroscience,Plan versus motion-referenced generalization of fast and slow processes in reach adaptation,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/13/2022.07.13.499894.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.13.499894,https://doi.org/10.1101/2022.07.13.499894,0,,2026-07-18T11:04:57.593014+00:00
2111,2111,10.1101/2022.08.18.504382,1,2022-08-19,bioengineering,Characterization of three-dimensional bone-like tissue growth and organization under influence of curvature and directional fluid flow,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/19/2022.08.18.504382.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.18.504382,https://doi.org/10.1101/2022.08.18.504382,4,,2026-07-18T11:05:14.574541+00:00
2112,2112,10.1101/2022.04.27.489747,1,2022-04-28,immunology,Two types of human TCR differentially regulate reactivity to self and non-self antigens,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/28/2022.04.27.489747.source.xml,https://www.biorxiv.org/content/10.1101/2022.04.27.489747,https://doi.org/10.1101/2022.04.27.489747,1,,2026-07-18T11:05:24.223227+00:00
2113,2113,10.1101/2022.06.07.495189,1,2022-06-08,neuroscience,Evolutionary shaping of human brain dynamics,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/08/2022.06.07.495189.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.07.495189,https://doi.org/10.1101/2022.06.07.495189,0,,2026-07-18T11:05:36.929459+00:00
2114,2114,10.1101/2022.05.24.493073,1,2022-05-25,ecology,Compound specific stable isotope analysis of amino acid nitrogen reveals detrital support of microphytobenthos in the Dutch Wadden Sea benthic food web,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/25/2022.05.24.493073.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.24.493073,https://doi.org/10.1101/2022.05.24.493073,3,,2026-07-18T11:05:52.122930+00:00
2115,2115,10.1101/2022.09.23.509202,1,2022-09-26,physiology,Preponderant Myosin Super-Relaxed State In Skeletal Muscle From Endurance Athletes,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/26/2022.09.23.509202.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.23.509202,https://doi.org/10.1101/2022.09.23.509202,1,,2026-07-18T11:06:08.963338+00:00
2116,2116,10.1101/2022.11.17.516892,1,2022-11-18,bioinformatics,Bioinformatic methods for stratification of obese patients and identification of cancer susceptibility biomarkers based on the analysis of the gut microbiome,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/18/2022.11.17.516892.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.17.516892,https://doi.org/10.1101/2022.11.17.516892,1,,2026-07-18T11:06:22.612490+00:00
2117,2117,10.1101/2022.03.10.483813,1,2022-03-12,neuroscience,Domain-general and domain-specific functional networks of Broca's area underlying language processing,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/12/2022.03.10.483813.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.10.483813,https://doi.org/10.1101/2022.03.10.483813,0,,2026-07-18T11:06:33.938373+00:00
2118,2118,10.1101/2022.07.07.499200,2,2022-12-18,bioinformatics,CBP60-DB: An AlphaFold-predicted plant kingdom-wide database of the CALMODULIN-BINDING PROTEIN 60 (CBP60) protein family with a novel structural clustering algorithm,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/18/2022.07.07.499200.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.07.499200,https://doi.org/10.1101/2022.07.07.499200,0,,2026-07-18T11:06:49.803989+00:00
2119,2119,10.1101/2022.04.13.488233,1,2022-04-14,neuroscience,"Fast, Efficient, and Accurate Neuro-Imaging Denoising via Deep Learning",true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/14/2022.04.13.488233.source.xml,https://www.biorxiv.org/content/10.1101/2022.04.13.488233,https://doi.org/10.1101/2022.04.13.488233,0,,2026-07-18T11:07:03.967720+00:00
2120,2120,10.1101/2022.05.17.492189,1,2022-05-18,bioengineering,ERnet: a tool for the semantic segmentation and quantitative analysis of endoplasmic reticulum topology for video-rate super-resolution imaging,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/18/2022.05.17.492189.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.17.492189,https://doi.org/10.1101/2022.05.17.492189,0,,2026-07-18T11:07:21.575684+00:00
2121,2121,10.1101/2021.07.26.451501,4,2022-08-11,cell biology,Distinct mechanisms underlie H2O2 sensing in C. elegans head and tail,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/11/2021.07.26.451501.source.xml,https://www.biorxiv.org/content/10.1101/2021.07.26.451501,https://doi.org/10.1101/2021.07.26.451501,2,,2026-07-18T11:07:40.616778+00:00
2122,2122,10.1101/2022.03.31.486598,2,2022-08-09,bioengineering,A miniaturized ultrasound transducer for monitoring full-mouth oral health: a preliminary study,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/09/2022.03.31.486598.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.31.486598,https://doi.org/10.1101/2022.03.31.486598,0,,2026-07-18T11:07:59.032701+00:00
2123,2123,10.1101/2022.12.07.519390,1,2022-12-11,ecology,"Insights into the evolution of herbivory from a leaf-mining, drosophilid fly",true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/11/2022.12.07.519390.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.07.519390,https://doi.org/10.1101/2022.12.07.519390,1,,2026-07-18T11:08:14.399722+00:00
2124,2124,10.1101/2022.10.16.512420,1,2022-10-18,pharmacology and toxicology,A survey of naturally-occurring molecules as new endoplasmic reticulum stress activators with selective anticancer activity,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/18/2022.10.16.512420.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.16.512420,https://doi.org/10.1101/2022.10.16.512420,3,,2026-07-18T11:08:30.671972+00:00
2125,2125,10.1101/2022.03.19.484973,2,2022-10-29,evolutionary biology,Shallow environmental gradients can cause range margins to form,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/29/2022.03.19.484973.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.19.484973,https://doi.org/10.1101/2022.03.19.484973,0,,2026-07-18T11:08:45.528330+00:00
2126,2126,10.1101/2022.07.05.498128,1,2022-07-05,cancer biology,Childhood cancer mutagenesis caused by a domesticated DNA transposase,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/05/2022.07.05.498128.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.05.498128,https://doi.org/10.1101/2022.07.05.498128,1,,2026-07-18T11:09:04.578538+00:00
2127,2127,10.1101/2022.06.28.497893,1,2022-07-02,genetics,multiMiAT: An optimal microbiome-based association test for multicategory phenotypes,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/02/2022.06.28.497893.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.28.497893,https://doi.org/10.1101/2022.06.28.497893,0,,2026-07-18T11:09:17.710274+00:00
2128,2128,10.1101/2022.05.24.493342,1,2022-05-25,cell biology,Fitm2 is required for ER homeostasis and normal function of murine liver,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/25/2022.05.24.493342.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.24.493342,https://doi.org/10.1101/2022.05.24.493342,0,,2026-07-18T11:09:37.292619+00:00
2129,2129,10.1101/2022.01.19.476930,2,2022-06-23,genomics,Experimental Design and Power Calculation in Omics Circadian Rhythmicity Detection,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/23/2022.01.19.476930.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.19.476930,https://doi.org/10.1101/2022.01.19.476930,0,,2026-07-18T11:09:53.586559+00:00
2130,2130,10.1101/2022.10.25.513724,1,2022-10-26,genomics,Multi-species analysis of inflammatory response elements reveals ancient and lineage-specific contributions of transposable elements to NF-κB binding,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/26/2022.10.25.513724.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.25.513724,https://doi.org/10.1101/2022.10.25.513724,4,,2026-07-18T11:10:09.637352+00:00
2131,2131,10.1101/2022.07.13.499888,2,2022-09-06,developmental biology,Molecular characterization of the intact muscle spindle using a multi-omics approach,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/06/2022.07.13.499888.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.13.499888,https://doi.org/10.1101/2022.07.13.499888,5,,2026-07-18T11:10:27.918264+00:00
2132,2132,10.1101/2022.04.25.489330,1,2022-04-25,neuroscience,Precise temporal control of GEVI conformations enables the visualization of charge migration in a fluorescent protein resulting in an improved optical response,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/25/2022.04.25.489330.source.xml,https://www.biorxiv.org/content/10.1101/2022.04.25.489330,https://doi.org/10.1101/2022.04.25.489330,2,,2026-07-18T11:10:38.783843+00:00
2133,2133,10.1101/2022.12.08.519285,1,2022-12-10,cell biology,FiNuTyper: an automated deep learning-based platform for simultaneous fiber and nucleus type analysis in human skeletal muscle,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/10/2022.12.08.519285.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.08.519285,https://doi.org/10.1101/2022.12.08.519285,2,,2026-07-18T11:10:52.204986+00:00
2134,2134,10.1101/2022.10.26.513942,1,2022-10-27,neuroscience,Resting-state EEG dynamics help explain differences in response control in ADHD: Insight into electrophysiological mechanisms and sex differences,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/27/2022.10.26.513942.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.26.513942,https://doi.org/10.1101/2022.10.26.513942,0,,2026-07-18T11:11:09.616063+00:00
2135,2135,10.1101/2022.11.02.514907,1,2022-11-03,developmental biology,Mechanisms of vascular maturation and maintenance captured by longitudinal imaging of live mouse skin,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/03/2022.11.02.514907.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.02.514907,https://doi.org/10.1101/2022.11.02.514907,3,,2026-07-18T11:11:28.003026+00:00
2136,2136,10.1101/2022.01.17.476697,1,2022-01-20,bioinformatics,Joint embedding of biological networks for cross-species functional alignment,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/20/2022.01.17.476697.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.17.476697,https://doi.org/10.1101/2022.01.17.476697,0,,2026-07-18T11:11:42.787704+00:00
2137,2137,10.1101/2022.12.23.521802,1,2022-12-27,systems biology,Superinfection plays an important role in the acquisition of complex Plasmodium falciparum infections among female Anopheles mosquitoes,false,jats_failed,https://www.biorxiv.org/content/early/2022/12/27/2022.12.23.521802.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.23.521802,https://doi.org/10.1101/2022.12.23.521802,0,http_404,2026-07-18T11:12:00.881440+00:00
2138,2138,10.1101/2022.02.08.479554,2,2022-03-21,cancer biology,The addition of FAIMS Increases Targeted Proteomics Sensitivity from FFPE Tumor Biopsies,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/21/2022.02.08.479554.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.08.479554,https://doi.org/10.1101/2022.02.08.479554,3,,2026-07-18T11:12:18.320312+00:00
2139,2139,10.1101/2022.08.22.504825,1,2022-08-23,neuroscience,Effects of Aging on Cortical Representations of Continuous Speech,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/23/2022.08.22.504825.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.22.504825,https://doi.org/10.1101/2022.08.22.504825,0,,2026-07-18T11:12:35.556659+00:00
2140,2140,10.1101/2022.11.25.517926,1,2022-11-26,neuroscience,Self-Regulation of Visual Word Form Area activation with real-time fMRI neurofeedback,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/26/2022.11.25.517926.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.25.517926,https://doi.org/10.1101/2022.11.25.517926,0,,2026-07-18T11:12:54.795044+00:00
2141,2141,10.1101/2022.11.11.516238,1,2022-11-12,microbiology,LeuO and H-NS are part of an expanded regulatory network for ectoine biosynthesis expression,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/12/2022.11.11.516238.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.11.516238,https://doi.org/10.1101/2022.11.11.516238,2,,2026-07-18T11:13:11.981292+00:00
2142,2142,10.1101/2022.08.05.502976,1,2022-08-05,developmental biology,Endothelial TIE1 restricts angiogenic sprouting to coordinate vein assembly in synergy with its homologue TIE2,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/05/2022.08.05.502976.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.05.502976,https://doi.org/10.1101/2022.08.05.502976,4,,2026-07-18T11:13:31.332773+00:00
2143,2143,10.1101/2022.11.30.518484,1,2022-12-01,neuroscience,Axonal ER tubules regulate local translation via P180/RRBP1-mediated ribosome interactions,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/01/2022.11.30.518484.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.30.518484,https://doi.org/10.1101/2022.11.30.518484,0,,2026-07-18T11:13:50.612106+00:00
2144,2144,10.1101/2021.10.15.464518,4,2022-04-26,neuroscience,Eyeblink conditioning performance and brain-wide C-fos expression in male and female mice,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/26/2021.10.15.464518.source.xml,https://www.biorxiv.org/content/10.1101/2021.10.15.464518,https://doi.org/10.1101/2021.10.15.464518,1,,2026-07-18T11:14:08.718602+00:00
2145,2145,10.1101/2021.08.04.451528,3,2022-03-07,animal behavior and cognition,Deficits in seizure threshold and other behaviors in adult mice without gross neuroanatomic injury after late gestation transient prenatal hypoxia,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/07/2021.08.04.451528.source.xml,https://www.biorxiv.org/content/10.1101/2021.08.04.451528,https://doi.org/10.1101/2021.08.04.451528,4,,2026-07-18T11:14:19.783881+00:00
